artist,song,cleaned_text,genres
ABBA,Hole In Your Soul,"you feel bad , let me tell you , we all get the blues sometimes life is a burden , weighed down in your shoes when it 's bad , worse , worst ( and when you 're feeling so bad ) and you think you 're cursed ( and you 've got it sad ) well , if there 's one thing for the better that can turn you loose it 's got ta be rock'n roll to fill the hole in your soul there 's got ta be rock'n roll to fill the hole in your soul my friend sam is a chauffeur , annie goes to school jerry works at the office , sue lies by the pool but on all weekends ( together again ) when i meet my friends ( i 'm gon na see them now ) and we 're lookin ' round for the action we sure play it cool it 's got ta be rock'n roll to fill the hole in your soul there 's got ta be rock'n roll to fill the hole in your soul you paint your world and use all colors and then you find it all comes out too bright you know it 's only a lie the songs you sing are too romantic and when you want the truth they only spit in your eye oh yeah , they 're only telling you lies oh yeah , there 's got ta be rock'n roll to fill the hole in your soul you feel bad , let me tell you , we all get the blues sometimes life is a burden , weighed down in your shoes when it 's bad , worse , worst ( you know you 're feeling so bad ) and you think you 're cursed ( and you 've got it sad ) well , if there 's one thing for the better that can turn you loose it 's got ta be rock'n roll to fill the hole in your soul there 's got ta be rock'n roll to fill the hole in your soul there 's got ta be rock'n roll to fill the hole in your soul there 's got ta be rock'n roll to fill the hole in your soul there 's got ta be rock'n roll to fill the hole in your soul there 's got ta be rock'n roll to fill the hole in your soul there 's got ta be rock'n roll to fill the hole in your soul","Rock,Pop"
ABBA,"Honey, Honey","honey honey , how you thrills me , ah-hah , honey honey honey honey , nearly kill me , ah-hah , honey honey i 'd heard about you before i wanted to know some more and now i know what they mean , you 're a love machine oh , you make me dizzy honey honey , let me feel it , ah-hah , honey honey honey honey , do n't conceal it , ah-hah , honey honey the way that you kiss goodnight ( the way that you kiss me goodnight ) the way that you hold me tight ( the way that you 're holding me tight ) i feel like i want to sing when you do your thing i do n't want to hurt you , baby , i do n't want to see you cry so stay on the ground , girl , you better not get too high but i 'm gon na stick to you , boy , you 'll never get rid of me there 's no other place in this world where i rather would be honey honey , touch me , baby , ah-hah , honey honey honey honey , hold me , baby , ah-hah , honey honey you look like a movie star ( you look like a movie star ) but i know just who you are ( i know just who you are ) and , honey , to say the least , you 're a dog-gone beast so stay on the ground , girl , you better not get too high there 's no other place in this world where i rather would be honey honey , how you thrill me , ah-hah , honey honey honey honey , nearly kill me , ah-hah , honey honey i heard about you before i wanted to know some more and now i know what they mean , you 're a love machine","Rock,Pop"
ABBA,I Am Just A Girl,"i am just a girl one among the others , nothing much to say plain and simple girl not a special type in any way just one look and you will surely see that the true miss nobody is me it 's an evil world that has only made me a girl i am just a girl not the kind of woman men would like to meet just another girl no one ever looks at in the street but today i ca n't believe it 's true when you smiled and whispered , i love you darling i could see i was meant to be your girl it 's a funny feeling when you get to love someone and thinking that he 'll never look your way but then he says he loves you and life has just begun it 's so much more than any words can say i am just a girl not the kind of woman men would like to meet just another girl no one ever looks at in the street but today i ca n't believe it 's true when you smiled and whispered , i love you darling i could see i was meant to be your girl la , la , la , la la but today i ca n't believe it 's true when you smiled and whispered , i love you darling i could see i was meant to be your girl",Rock
ABBA,I Am The City,"i am the city , you let me be i am the city coming through a cloud you 're looking at me from above and i 'm a revelation spreading out before your eyes and you find me beautiful and irresistible a kind of creature that forever seems to grow in size and you feel a strange attraction the air is vibrant and electrified welcome to me here i am , my arms are open wide somewhere in the middle of the never ending noise there is a constant steady rhythm of a heart that beats and a million voices blend into a single voice and you can hear it in the glamor of the crowded streets people come and take their chances sometimes you win sometimes you lose a lot come make your own contribution to this melting pot i 'm the street you walk the language you talk i am the city the skyline is me and the energy i am the city the famous hotels and the cocktail bars and the funny smells and the turmoil , the cars and the people the air that you 're breathing is me yes i am the city , you let me be people feed me with their lives i have a hungry soul and they all worship me and pay their homage day and night every day i knew a lot of tired shopping feet but come the night they will be dancing in the neon light dazzled by the crazy magic they 're grabbing pieces of the fatted calf and in the wind if you listen hard you 'll hear me laugh i 'm the street you walk the language you talk i am the city the skyline is me and the energy i am the city the famous hotels and the cocktail bars and the funny smells and the turmoil , the cars and the people the parks and the squares that you see all the sounds that you hear and the air that you 're breathing is me yes i am the city , you let me be i am the city you let me be i am the city the famous hotels and the cocktail bars and the funny smells and the turmoil the cars and the people the air that you 're breathing is me coming through a cloud you 're looking at me from above and i 'm a revelation spreading out before your eyes i 'm the street you walk the language you talk i am the city yes i am the city , you let me be and you find me beautiful and irresistible a kind of creature that forever seems to grow in size the skyline is me and the energy i am the city you let me be somewhere in the middle of the never ending noise there is a constant steady rhythm of a heart that beats somewhere in the middle of the never ending noise there is a constant steady rhythm of a heart that beats and a million voices blend into a single voice and you can hear it in the glamor of the crowded streets the skyline is me and the energy i am the city you let me be somewhere in the middle of the never ending noise there is a constant steady rhythm of a heart that beats somewhere in the middle of the never ending noise there is a constant steady rhythm of a heart that beats","Pop,Rock"
ABBA,"I Do, I Do, I Do, I Do, I Do","love me or leave me make your choice but believe me i love you i do , i do , i do , i do , i do i ca n't conceal it do n't you see ? ca n't you feel it ? do n't you too ? i do , i do , i do , i do , i do oh , i 've been dreaming through my lonely past now i 've just made it i found you at last so come on now let 's try it i love you ca n't deny it 'cause it 's true i do , i do , i do , i do , i do oh , no hard feelings between you and me if we ca n't make it but just wait and see so come on now lets try it i love you , ca n't deny it 'cause it 's true , i do , i do , i do , i do , i do so love me or leave me make your choice but believe me i love you , i do , i do , i do , i do , i do i ca n't conceal it , do n't you see ? ca n't you feel it ? do n't you too ? i do , i do , i do , i do , i do","Rock,Pop"
ABBA,I Have A Dream,"i have a dream , a song to sing to help me cope with anything if you see the wonder of a fairy tale you can take the future even if you fail i believe in angels something good in everything i see i believe in angels when i know the time is right for me i 'll cross the stream , i have a dream i have a dream , a fantasy to help me through reality and my destination makes it worth the while pushing through the darkness still another mile i believe in angels something good in everything i see i believe in angels when i know the time is right for me i 'll cross the stream , i have a dream i 'll cross the stream , i have a dream i have a dream , a song to sing to help me cope with anything if you see the wonder of a fairy tale you can take the future even if you fail i believe in angels something good in everything i see i believe in angels when i know the time is right for me i 'll cross the stream , i have a dream i 'll cross the stream , i have a dream","Rock,Pop"
ABBA,I Let The Music Speak,"i 'm hearing images , i 'm seeing songs no poet has ever painted voices call out to me , straight to my heart so strange , yet we 're so well acquainted i let the music speak with no restrains i let my feelings take over carry my soul away , into the world where beauty meets the darkness of the day where my mind is like an open window where the high and healing winds blow from my shallow sleep the sounds awake me i let them take me let it be a joke , let it be a smile let it be a farce , if it makes me laugh for a little while let it be a tear , let it be a sigh coming from a heart , speaking to a heart , let it be a cry some streets are emptiness , dry leaves of autumn rustling down an old alley and in the dead of night , i find myself a blind man in some ancient valley i let the music speak , leading me gently urging me like a lover leading me all the way , into a place where beauty will defeat the darkest day where i 'm one with every grand illusion no disturbance , no intrusion where i let the wistful sounds seduce me i let them use me let it be a joke , let it be a smile let it be a farce , if it makes me laugh for a little while let it be a tear , let it be a sigh coming from a heart , speaking to a heart , let it be a cry let it be a tear , let it be a sigh coming from a heart , speaking to a heart , let it be a cry let it be the joy of each new sunrise or the moment when a day dies i surrender without reservation no explanation , no questions why i take it to me and let it flow through me yes , i let the music speak i let the music speak","Rock,Heavy Metal"
ABBA,I Saw It In The Mirror,"i saw it in the mirror i saw it in my face that i 'm no longer needed anyone can take my place i saw it in the mirror when i looked into my eyes 'cause something sure is wrong when this boy cries this boy cries i saw it in the mirror my head is hanging low and it ai n't too familiar with the feelings that i show i know you say you love me but i 'm looking through your lies it does n't really bother you if this boy cries this boy cries i never thought i could cry for you but honey , i will miss you 'til the day i die 'til the day i die i saw it in the mirror i saw it in my face that i 'm no longer needed anyone can take my place i saw it in the mirror when i looked into my eyes 'cause something sure is wrong when this boy cries this boy cries this boy cries","Rock,Pop"
ABBA,I Wonder (Departure),"this park and these houses , old streets i have walked everything dear , will it be here one day when i am returning ? my friends will get married , have children and homes it sounds so nice , well-planned and wise never expecting surprises i wonder , it 's frightening leaving now , is that the right thing ? i wonder , it scares me but who the the hell am i if i do n't leave it i 'm not a coward oh no , i 'll be strong one chance in a lifetime yes i will take it , it ca n't go wrong my friends and my family , this dull little town buses i 've missed , boys that i 've kissed everything old and familiar i wonder , it 's frightening leaving now , is that the right thing ? i wonder , it scares me but who the the hell am i if i do n't leave it i 'm not a coward oh no , i 'll be strong one chance in a lifetime yes i will take it ... yes i will take it , it ca n't go wrong","Indie,Rock"
ABBA,I Wonder (Departure) [Live],"this park and these houses old streets i have walked everything dear , will it be here one day when i am returning ? my friends will get married have children and homes it sounds so nice , well-planned and wise never expecting surprises i wonder , it 's frightening leaving now , is that the right thing ? i wonder , it scares me but who the the hell am i if i do n't leave it ? i 'm not a coward oh no , i 'll be strong one chance in a lifetime yes i will take it , it ca n't go wrong my friends and my family this dull little town buses i 've missed , boys that i 've kissed everything old and familiar i wonder , it 's frightening leaving now , is that the right thing ? i wonder , it scares me but who the the hell am i if i do n't leave and try ? i 'm not a coward oh no , i 'll be strong one chance in a lifetime yes i will take it , oh yes yes i will take it , it ca n't go wrong","Rock,Indie"
ABBA,If It Wasn't For The Nights,"i got appointments , work i have to do keepin ' me so busy all the day through they 're the things that keep me from thinkin ' of you oh baby , i miss you so , i know i 'm never gon na make it oh , i 'm so restless , i do n't care what i say and i lose my temper ten times a day still it 's even worse when the night 's on its way it 's bad , oh , so bad somehow i 'd be doin ' alright if it was n't for the nights ( if it was n't for the nights i think that i could make it ) i 'd have courage left to fight if it was n't for the nights ( if it was n't for the nights i think that i could take it ) how i fear the time when shadows start to fall sittin ' here alone and starin ' at the wall even i could see a light if it was n't for the nights ( even i could see a light i think that i could make it ) somehow i 'd be doin ' alright if it was n't for the nights ( if it was n't for the nights i think that i could take it ) no-one to turn to , you know how it is i was not prepared for something like this now i see them clearly , the things that i miss oh baby , i feel so bad , i know i 'm never gon na make it i got my business to help me through the day people i must write to , bills i must pay but everything 's so different when night 's on its way it 's bad , oh , so bad somehow i 'd be doing alright if it was n't for the nights ( if it was n't for the nights i think that i could make it ) i 'd have courage left to fight if it was n't for the nights ( if it was n't for the nights i think that i could take it ) how i fear the time when shadows start to fall sittin ' here alone and starin ' at the wall even i could see a light if it was n't for the nights ( even i could see a light i think that i could make it ) guess my future would look bright if it was n't for the nights ( if it was n't for the nights i think that i could make it ) if it was n't for the nights ( if it was n't for the nights i think that i could take it ) if it was n't for the nights ( if it was n't for the nights i think that i could make it ) even i could see a light if it was n't for the nights ( even i could see a light i think that i could make it ) guess my future would look bright if it was n't for the nights ( if it was n't for the nights i think that i could take it ) if it was n't for the nights ( if it was n't for the nights i think that i could make it ) if it was n't for the nights ( if it was n't for the nights i think that i could take it ) even i could see a light if it was n't for the nights ( even i could see a light i think that i could make it ) guess my future would look bright if it was n't for the nights","Pop,Hip Hop"
ABBA,I'm A Marionette,"you 're so free that 's what everybody 's tellin ' me yet i feel like i 'm an outward bound pushed around refuge something 's wrong got a feeling that i do n't belong as if i have come from out of space out of place , like king kong i 'm a marionette , just a marionette pull the string i 'm a marionette , everybody 's pet just as long as i sing i 'm a marionette , see my pirouette 'round and 'round i 'm a marionette , i 'm a marionette just a silly old clown like a doll like a puppet with no will at all and somebody taught me how to talk how to walk , how to fall ca n't complain i got no one but myself to blame something 's happening , i ca n't control lost my hold , it 's insane i 'm a marionette , just a marionette pull the string i 'm a marionette , everybody 's pet just as long as i sing i 'm a marionette , see my pirouette 'round and 'round i 'm a marionette , i 'm a marionette just a silly old clown look this way just a little smile is what they say you 'll look better on the photograph if you laugh , that 's o.k. ! ! i 'm a marionette , just a marionette pull the string i 'm a marionette , everybody 's pet just as long as i sing i 'm a marionette , see my pirouette 'round and 'round i 'm a marionette , i 'm a marionette just a silly old clown you 're so free that 's what everybody 's tellin ' me yet i feel like i 'm an outward bound pushed around refugee",Rock
ABBA,I've Been Waiting For You,"i , i 've been in love before i thought i would no more manage to hit the ceiling still , strange as it seems to me you brought it back to me that old feeling i , i do n't know what you do you make me think that you possibly could release me i think you 'll be able to make all my dreams come true and you ease me you thrill me , you delight me you please me , you excite me you 're something i 'd been pleading for i love you , i adore you i lay my life before you i 'll have you want me more and more and finally it seems my lonely days are through i 've been waiting for you i , i 'm gon na make you mine you 're gon na feel so fine you 'll never want to leave me i feel you belong to me someday you will agree please , believe me you thrill me , you delight me you please me , you excite me you 're something i 'd been pleading for i love you , i adore you i lay my life before you i 'll have you want me more and more and finally it seems my lonely days are through i 've been waiting for you oh , i 've been waiting for you","Rock,Pop"
ABBA,Juper Jrouper,"super trooper beams are gon na blind me but i wo n't feel blue like i always do 'cause somewhere in the crowd there 's you i was sick and tired of everything when i called you last night from glasgow all i do is eat and sleep and sing wishing every show was the last show ( wishing every show was the last show ) so imagine i was glad to hear you 're coming ( glad to hear you 're coming ) suddenly i feel all right ( and suddenly it 's gon na be ) and it 's gon na be so different when i 'm on the stage tonight tonight the super trooper lights are gon na find me shining like the sun ( sup-p-per troop-p-per ) smiling , having fun ( sup-p-per troop-p-per ) feeling like a number one tonight the super trooper beams are gon na blind me but i wo n't feel blue ( sup-p-per troop-p-per ) like i always do ( sup-p-per troop-p-per ) 'cause somewhere in the crowd there 's you facing twenty thousand of your friends how can anyone be so lonely part of a success that never ends still i 'm thinking about you only ( still i 'm thinking about you only ) there are moments when i think i 'm going crazy ( think i 'm going crazy ) but it 's gon na be alright ( you 'll soon be changing everything ) everything will be so different when i 'm on the stage tonight tonight the super trooper lights are gon na find me shining like the sun ( sup-p-per troop-p-per ) smiling , having fun ( sup-p-per troop-p-per ) feeling like a number one tonight the super trooper beams are gon na blind me but i wo n't feel blue ( sup-p-per troop-p-per ) like i always do ( sup-p-per troop-p-per ) 'cause somewhere in the crowd there 's you so i 'll be there when you arrive the sight of you will prove to me i 'm still alive and when you take me in your arms and hold me tight i know it 's gon na mean so much tonight tonight the super trooper lights are gon na find me shining like the sun ( sup-p-per troop-p-per ) smiling , having fun ( sup-p-per troop-p-per ) feeling like a number one tonight the super trooper beams are gon na blind me but i wo n't feel blue ( su-p-per troo-p-per ) like i always do ( sup-p-per troop-p-per ) 'cause somewhere in the crowd there 's you sup-p-per troop-p-per lights are gon na find me shining like the sun ( sup-p-per troop-p-per ) smiling , having fun ( sup-p-per troop-p-per ) feeling like a number one","Pop,Rock"
ABBA,Just A Notion,just a notion that 's all just a feeling that you 're watchin ' me every move i 'm making am i reading your mind cause it 's almost like you 're touching me there is no mistaking just a notion that you 'll be walkin ' up to me in a while and you smile and say hello then we 'll be dancing through the night knowing everything from there on must be right just a notion but somehow i know i 'm not wrong if it 's our destiny there 's nothing we can do but tonight is very special it 's the night for me and you,"Pop,Rock"
ABBA,King Kong Song,"well i was looking at a movie on the tv last night then i had a very funny notion , yeah i really had to write a song about it and then i 'm gon na sing it with my rock 'n roll band and i bet the people gon na like it , yeah i know that everybody 's gon na shout it and what a dreadful mighty killer a big black wide gorilla [ chorus : ] we do the king kong song , wo n't you sing along listen to the music and it could n't go wrong we do the kong kong song , got ta sing along ca n't you hear the beating of the monkey tom-tom listen to the rhythm of the king kong song now we can make the jungle out of any old place we can make gorillas out of people , yeah well who can tell a monkey from a monkey ? so people get together , gon na have a good time everybody listen to the music , yeah 'cause what we 're gon na sing is kinda funky so let your arms hang down and waddle all around like a dreadful mighty killer a big black wide gorilla [ chorus ] like a dreadful mighty killer a big black wide gorilla [ chorus : x2 ]",Rock
ABBA,Kisses Of Fire,"lay your head on my chest so you hear every beat of my heart now there 's nothing at all that can keep us apart touch my lips , close your eyes and see with your fingertips things that you do , and you know i 'm crazy 'bout you kisses of fire , burning , burning i 'm at the point of no returning kisses of fire , sweet devotions caught in a landslide of emotions i 've had my share of love affairs and they were nothing compared to this oh , i 'm riding higher than the sky and there is fire in every kiss kisses of fire kisses of fire when you sleep by my side i feel safe and i know i belong still it 's making me scared that my love is so strong losing you it 's a nightmare , babe , and to me it 's new never before did you see me begging for more kisses of fire , burning , burning i 'm at the point of no returning kisses of fire , sweet devotions caught in a landslide of emotions i 've had my share of love affairs but they were nothing compared to this oh , i 'm riding higher than the sky and there is fire in every kiss kisses of fire kisses of fire kisses of fire , burning , burning i 'm at the point of no returning kisses of fire , sweet devotions caught in a land-slide of emotions kisses of fire , burning , burning ( i 'm at the point of no returning ) kisses of fire , sweet devotions i 'm riding higher than the sky and there is fire in every kiss ( caught in a land-slide of emotions ) kisses of fire , burning , burning i 'm at the point of no returning kisses of fire , sweet devotions caught in a land-slide of emotions","Pop,Rock"
ABBA,Knowing Me Knowing You,"no more carefree laughter silence ever after walking through an empty house , tears in my eyes here is where the story ends , this is goodbye knowing me , knowing you ( ah-haa ) there is nothing we can do knowing me , knowing you ( ah-haa ) we just have to face it , this time we 're through ( this time we 're through , this time we 're through this time we 're through , we 're really through ) breaking up is never easy , i know but i have to go ( i have to go this time i have to go , this time i know ) knowing me , knowing you it 's the best i can do mem'ries ( mem'ries ) , good days ( good days ) , bad days ( bad days ) they 'll be ( they 'll be ) , with me ( with me ) always ( always ) in these old familiar rooms children would play now there 's only emptiness , nothing to say knowing me , knowing you ( ah-haa ) there is nothing we can do knowing me , knowing you ( ah-haa ) we just have to face it , this time we 're through ( this time we 're through , this time we 're through this time we 're through , we 're really through ) breaking up is never easy , i know but i have to go ( i have to go this time i have to go , this time i know ) knowing me , knowing you it 's the best i can do","Rock,Pop"
ABBA,Lay All Your Love On Me,"i was n't jealous before we met now every woman i see is a potential threat and i 'm possessive , it is n't nice you 've heard me saying that smoking was my only vice but now it is n't true now everything is new and all i 've learned has overturned i beg of you do n't go wasting your emotion lay all your love on me it was like shooting a sitting duck a little smalltalk , a smile and baby i was stuck i still do n't know what you 've done with me a grown-up woman should never fall so easily i feel a kind of fear when i do n't have you near unsatisfied , i skip my pride i beg you dear do n't go wasting your emotion lay all your love on me do n't go sharing your devotion lay all your love on me i 've had a few little love affairs they did n't last very long and they 've been pretty scarce i used to think that was sensible it makes the truth even more incomprehensible 'cause everything is new and everything is you and all i 've learned has overturned what can i do do n't go wasting your emotion lay all your love on me do n't go sharing your devotion lay all your love on me","Rock,Pop"
ABBA,Like An Angel Passing Through My Room,long awaited darkness falls casting shadows on the walls in the twilight hour i am alone sitting near the fireplace dying embers warm my face in this peaceful solitude all the outside world subdued everything comes back to me again in the gloom like an angel passing through my room half awake and half in dreams seeing long forgotten scenes so the present runs into the past now and then become entwined playing games within my mind like the embers as they die love was one prolonged goodbye and it all comes back to me tonight in the gloom like an angel passing through my room i close my eyes and my twilight images go by all too soon like an angel passing through my room,Rock
ABBA,Love Has It's Ways,spring in the air the sun was shining still the day was cool saw her waiting for a bus as she was going home from school looking so cold i took her home and that was just the start we would meet the summer through and she was always in my heart love has it 's ways like seasons come and go and tomorrow there will be another day love has it 's ways and so before you know when you turn around it may have gone away early that fall i knew i loved her more than anything gave her everything i had she even got a wedding ring but in the end the mind was restless and she had to go and the love i 'd thought would live was buried in the winter snow love has it 's ways like seasons come and go and tomorrow there will be another day love has it 's ways and so before you know when you turn around it may have gone away love has it 's ways like seasons come and go and tomorrow there will be another day love has it 's ways and so before you know when you turn around it may have gone away,"Rock,Pop"
ABBA,Love Isn't Easy,"do you remember the first time , and all of your sweet sweet talk ai n't heard it a lot since then love now look at that guy , he 's making me cry he leaves everybody and he only says goodbye but if i would have to choose i would n't let you go just give it some more time and you will see our love will grow darling i know we got ta have patience love is n't just a sensation some of the time it gets rough love is n't easy but it sure is hard enough ( sweet sweet , our love is bitter-sweet ) giving love is a reason for living but a few things can be tough love is n't easy but it sure is hard enough ( sweet sweet , our love is bitter-sweet ) from the first moment i saw you i 've treated you like a queen i 've given you lots of presents now listen to that , just look at that cat you 'd think he was an angel but he 's talking through his hat but if i would have to choose i would n't let you go just give it some more time and you will see our love will grow darling i know we got ta have patience love is n't just a sensation some of the time it gets rough love is n't easy but it sure is hard enough ( sweet sweet , our love is bitter-sweet ) giving ( sweet sweet , our love is bitter-sweet ) love is a reason for living ( sweet sweet , our love is bitter-sweet ) but a few things can be tough love is n't easy but it sure is hard enough ( sweet sweet , our love is bitter-sweet ) patience ( sweet sweet , our love is bitter-sweet ) love is n't just a sensation ( sweet sweet , our love is bitter-sweet ) some of the time it gets rough love is n't easy but it sure is hard enough ( sweet sweet , our love is bitter-sweet ) giving ( sweet sweet , our love is bitter-sweet ) love is a reason for living ( sweet sweet , our love is bitter-sweet ) but a few things can be tough love is n't easy but it sure is hard enough","Pop,Rock"
ABBA,Lovelight,"i 've always hated my room , it 's so gloomy and dreary always the dark , for the windows just face the back yard so i ca n't understand how it 's happened , how everything 's changing this old dirty ceiling seems a little whiter when you walked into the room it all got so much brighter you must have a lovelight everything around you is lovelight and i can feel your love anywhere ( shining ) maybe even when you 're not there ( shining ) the lovelight everything around you is lovelight you 're shining like a star in the night ( shining ) i wo n't let you out of my sight ( shining ) i do n't want to lose you , i do n't want to lose your lovelight how i remember the first time we went to movie we had decided to meet on the corner downtown and i waited there when you came up from behind and you kissed me and the traffic seemed to get a little lighter when you came into my life it all got so much brighter you must have a lovelight everything around you is lovelight and i can feel your love anywhere ( shining ) maybe even when you 're not there ( shining ) the lovelight everything around you is lovelight you 're shining like a star in the night ( shining ) i wo n't let you out of my sight ( shining ) i do n't want to lose you , i do n't want to lose your lovelight and i feel so good and i feel so right and i know that you must have a lovelight you 've got lovelight and i can feel your love anywhere maybe even when you 're not there you 've got lovelight everything around you is lovelight you 're shining like a star in the night ( shining ) i wo n't let you out of my sight ( shining ) i do n't want to lose you , i do n't want to lose your lovelight everything about you is right let it glow and let it be bright i do n't want to lose your lovelight shining like a star in the night","Pop,Rock"
ABBA,Lovers,"sit down and listen 'cause i 've got good news for you it was in the papers today some physician had made a discovery this ' what she had to say : ( oooh you know that ) she said that every result she had backed her claiming that love 's a longevity factor so lovers live a little longer , baby you and me , we got a chance to live twice lovers live a little longer , ai n't that nice lovers live a little longer , baby what a feeling when i hold you tight lovers live a little longer , yeah i can imagine , i 'll see in my fantasy i 'll enjoy every day making love is a dynamite drug , baby so why do n't we start right away ( ahh , please do n't wait ) i do n't care if they 're watching 'cause listen we 've got a reason for each time we 're kissing 'cause lovers live a little longer , baby you and me , we got a chance to live twice lovers live a little longer , ai n't that nice lovers live a little longer , baby what a feeling when i hold you tight lovers live a little longer , yeah i just do n't care if they 're watching 'cause listen we 've got a reason for each time we 're kissing 'cause lovers live a little longer , baby you and me , we got a chance to live twice lovers live a little longer , ai n't that nice lovers live a little longer , baby what a feeling when i hold you tight lovers live a little longer , yeah lovers live a little longer , baby you and me , we got a chance to live twice lovers live a little longer , yeah","Pop,Rock"
ABBA,Mamma Mia,"[ chorus ] mamma mia , here i go again my my , how can i resist you ? mamma mia , does it show again my my , just how much i 've missed you ? yes , i 've been brokenhearted blue since the day we parted why , why did i ever let you go ? mamma mia , now i really know my my , i could never let you go i 've been angry and sad about things that you do i ca n't count all the times that i 've told you `` we 're through '' and when you go , when you slam the door i think you know that you wo n't be away too long you know that i 'm not that strong just one look and i can hear a bell ring one more look and i forget everything [ chorus ] yes , i 've been brokenhearted blue since the day we parted why , why did i ever let you go ? mamma mia , even if i say '' bye bye , leave me now or never '' mamma mia , it 's a game we play '' bye bye '' does n't mean forever [ chorus ] yes , i 've been brokenhearted blue since the day we parted why , why did i ever let you go ? mamma mia , now i really know my my , i could never let you go","Pop,Rock"
ABBA,Man In The Middle,"did you see that man in the limousine with the pretty doll , he is fifty and the girl 's only seventeen but she does n't care , and she never will if he 's ninety-five she do n't give a damn just as long as he pays the bill did you see that man with a fat cigar he just left his lunch with a belly full of lobster and caviar he can choose the wine from a vintage year he will drink champagne in his limousine where the rest of the street can peer 'cause he 's the man in the middle , never second fiddle just like a spider in a cobweb hard as a hammer , not the kind of boss you double-cross 'cause he 's the man in the middle , knows the way to diddle he 's never bothered by his conscience deals with the devil , 'cause he wants to be man in the middle , the middle , the middle in the middle ( in the middle , in the middle ) but you see that man made a big mistake even though he 's got all his servants and a mansion beside a lake and the money too , all that he can spend he can buy the most , nearly anything but he ca n't buy the lot , his friend 'cause he 's the man in the middle , never second fiddle just like a spider in a cobweb hard as a hammer , not the kind of boss you double-cross 'cause he 's the man in the middle , knows the way to diddle he 's never bothered by his conscience deals with the devil , 'cause he wants to be man in the middle , the middle , the middle in the middle ( in the middle , in the middle )","Rock,Pop"
ABBA,Me And Bobby And Bobby's Brother,"well , there was me and bobby and bobby 's brother please take me back to that place where i 've got all my memories , those were my happiest days i remember all the games we used to play i really do and i went to see them almost everyday i wanted to though we quarreled at times and had a few fights we were the best of friends we found a place in the sun a heaven of fun well , there was me and bobby and bobby 's brother wildest kids you could see we could play together , climbing the apple tree yes , there was me and bobby and bobby 's brother please take me back to that place where i 've got all my memories , those were my happiest days they would take me out for football games and such they liked to play and i guess i did n't like it very much but anyway i was happy and proud to be with the boys being a little girl i found a place in the sun a heaven of fun well , there was me and bobby and bobby 's brother wildest kids you could see we could play together , climbing the apple tree well , there was me and bobby and bobby 's brother please take me back to that place where i 've got all my memories , those were my happiest days well , there was me and bobby and bobby 's brother please take me back to that place where i 've got all my memories , those were my happiest days got all my memories , those were my happiest days where i 've got all my memories , those were my happiest days got all my memories , those were my happiest days where i 've got all my memories , those were my happiest days got all my memories , those were my happiest days where i 've got all my memories , those were my happiest days",Rock
ABBA,Me And I,"sometimes when i 'm mad there 's a part of me that seems to be a little sad sometimes when i scream there 's a voice in me that says , `` you should n't be so mean '' oh no , oh no part of me is acting while the other stands beside yes , i am to myself what jekyll must have been to hyde we 're like sun and rainy weather sometimes we 're a hit together me and i gloomy moods and inspiration we 're a funny combination me and i i do n't think i 'm different or in any way unique think about yourself for a minute and you 'll find the answer in it everyone 's a freak sometimes i have toyed with ideas that i got from good old dr freud nothing new of course it may seem to you i try to break through open doors oh no , oh no i just want to say a lot of that applies to me 'cause it 's an explanation to my split identity we 're like sun and rainy weather sometimes we 're a hit together me and i gloomy moods and inspiration we 're a funny combination me and i i do n't think i 'm different or in any way unique think about yourself for a minute and you 'll find the answer in it everyone 's a freak me and i we 're like sun and rainy weather sometimes we 're a hit together me and i gloomy moods and inspiration we 're a funny combination me and i i do n't think i 'm different or in any way unique think about yourself for a minute and you 'll find the answer in it everyone 's a freak we 're like sun and rainy weather sometimes we 're a hit together me and i gloomy moods and inspiration we 're a funny combination me and i","Rock,Pop"
ABBA,Merry-Go-Round,"i have tried in vain never had success so it seems my life is nothing but a mess i have lost my only friend now it seems i have to start again merry-go-round where am i bound with my love and feelings merry-go-round who wants to kiss me and hug me and miss me yes , who wants to do it i wish that i knew it merry-go-round wish i had found somebody to care for where am i bound life is so lonely if life is just only to love with my loving goes round and round looking for someone who would want to stay i might find her with a bit of luck one day but who knows so until then i can only try and try again merry-go-round where am i bound with my love and feelings merry-go-round who wants to kiss me and hug me and miss me yes , who wants to do it i wish that i knew it merry-go-round wish i had found somebody to care for where am i bound life is so lonely if life is just only to love with my loving goes round and round merry-go-round where am i bound with my love and feelings merry-go-round who wants to kiss me and hug me and miss me yes , who wants to do it i wish that i knew it merry-go-round wish i had found somebody to care for where am i bound life is so lonely if life is just only to love with my loving goes round and round","Rock,Pop"
ABBA,Midnight Special,"well , you wake up in the morning hear the ding-dong ring you go marching to the table see the same old thing see the fork on the table nothing in your pan if you sing a thing about it you 're in trouble with the man let the midnight special shine a light on me let the midnight special shine it 's ever loving light on me if you ever go to houston well , you better act right and you better not gamble and you better not fight for the sheriff will arrest you then he 'll take you down and before you understand it you are prison bound let the midnight special shine a light on me let the midnight special shine it 's ever loving light on me on me , on me",Rock
